user_id,new_user,age,sex,market,device,operative_system,source,total_pages_visited,home_page,listing_page,product_page,payment_page,confirmation_page
jd_40199411012b6,0,30,Female,3,mobile,iOS,Direct,13,1,1,1,0,0
jd_401976c9793d6,0,30,Female,1,desktop,windows,Direct,2,1,1,0,0,0
jd_401966b1423e9,0,30,Male,3,mobile,iOS,Direct,7,1,1,0,0,0
jd_401958f62c91e,0,30,Female,1,mobile,android,Direct,6,1,1,1,0,0
jd_40194796caf5f,1,30,Male,2,mobile,iOS,Ads,3,1,1,1,0,0
jd_401919c98322a,1,30,Female,2,mobile,iOS,Seo,3,1,1,1,0,0
jd_4018f25f20a00,0,30,Male,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4018de9c942f0,0,30,Female,1,mobile,iOS,Direct,8,1,1,1,0,0
jd_4018ccd5cd086,0,30,Female,3,desktop,windows,Direct,7,1,0,0,0,0
jd_40188e9d01356,0,30,Male,3,mobile,other,Direct,8,1,1,0,0,0
jd_4018594ed8edf,0,30,Female,1,mobile,iOS,Direct,4,1,1,0,0,0
jd_401832ca4184c,0,30,,1,desktop,windows,Direct,1,1,0,0,0,0
jd_4017fc18be978,0,30,,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4017d8f6f27d0,1,30,,3,mobile,iOS,Seo,5,1,1,0,0,0
jd_4017c76c7faa9,1,30,Male,1,mobile,other,Ads,4,1,1,1,1,0
jd_4017b2748fbab,0,30,Female,1,mobile,other,Direct,7,1,1,1,0,0
jd_4017a2b3f88c2,0,30,Male,1,desktop,windows,Direct,25,1,1,1,1,1
jd_40179bb357695,0,30,Male,1,desktop,windows,Seo,5,1,1,0,0,0
jd_401762d406a16,1,30,Female,1,desktop,windows,Ads,6,1,1,0,0,0
jd_40174d1214ea3,1,30,Female,1,desktop,windows,Ads,3,1,1,1,0,0
jd_401723435ec74,0,30,Female,3,mobile,iOS,Direct,4,1,1,1,0,0
jd_40170ec2598cf,0,30,Male,1,desktop,mac,Direct,4,1,0,0,0,0
jd_4016e9fe23533,1,30,Male,1,desktop,windows,Ads,11,1,1,0,0,0
jd_4016de9e9e3cf,0,30,Female,3,desktop,windows,Direct,9,1,1,1,0,0
jd_4016dd45a203f,0,30,Male,1,desktop,windows,Direct,4,1,1,0,0,0
jd_4016dc4139753,0,30,Female,1,mobile,android,Direct,6,1,1,1,0,0
jd_4016cd7d7d0a1,0,27,Male,1,mobile,iOS,Seo,21,1,1,1,1,1
jd_40169d763d22d,1,30,Male,2,mobile,iOS,Seo,5,1,1,0,0,0
jd_40166d6058c67,0,30,Female,1,desktop,windows,Direct,10,1,1,1,0,0
jd_4016660b6a264,0,30,Female,3,mobile,android,Direct,3,1,1,1,0,0
jd_401657b0ed1bc,1,30,Female,1,desktop,windows,Seo,3,1,1,0,0,0
jd_40161f9855440,0,30,Male,1,mobile,iOS,Direct,7,1,1,0,0,0
jd_4015f81d6eb23,1,30,Female,3,mobile,iOS,Seo,3,1,1,1,0,0
jd_4015f36e84088,0,30,Female,1,mobile,android,Direct,4,1,1,1,0,0
jd_4015cc22f4f49,0,30,Female,1,mobile,android,Seo,2,1,1,0,0,0
jd_4015a151f4b5a,1,30,Male,1,mobile,android,Ads,5,1,1,0,0,0
jd_40157b4adacac,0,30,Male,1,mobile,iOS,Direct,6,1,1,1,0,0
jd_401543d2c9b8a,0,30,Female,2,mobile,iOS,Direct,4,1,0,0,0,0
jd_40153e002d43f,0,30,Male,1,desktop,windows,Direct,5,1,1,0,0,0
jd_40153afaba450,1,30,Male,1,mobile,iOS,Seo,10,1,1,1,0,0
jd_401526a427e46,0,30,Female,1,mobile,iOS,Direct,6,1,1,0,0,0
jd_4014eca490bb1,0,30,Male,1,mobile,android,Direct,8,1,1,1,0,0
jd_4014d70f4854c,0,30,Female,2,mobile,android,Seo,2,1,0,0,0,0
jd_4014d04712940,0,30,Female,3,desktop,windows,Direct,8,1,0,0,0,0
jd_4014b170048d8,1,30,Male,2,mobile,android,Ads,4,1,1,0,0,0
jd_4014199580db7,1,30,Male,1,mobile,android,Seo,4,1,1,1,0,0
jd_401400fa0664e,0,30,Female,1,mobile,iOS,Direct,6,1,1,0,0,0
jd_4013f5beef1bd,0,30,Male,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4013e3b82956e,0,30,Male,1,desktop,windows,Direct,8,1,0,0,0,0
jd_4013d4a28a836,1,30,Female,2,mobile,other,Ads,4,1,1,0,0,0
jd_4013ba8ad8efb,1,30,Female,3,mobile,android,Seo,6,1,0,0,0,0
jd_4013a78023406,1,30,Female,2,mobile,android,Seo,4,1,1,0,0,0
jd_40139702fd9b3,1,30,Female,2,mobile,iOS,Ads,3,1,1,1,0,0
jd_40138281bb12b,0,30,Male,3,mobile,android,Direct,3,1,1,1,0,0
jd_401360cd92233,0,30,Female,1,desktop,windows,Seo,3,1,1,1,0,0
jd_401351ff4860d,0,30,Female,2,mobile,iOS,Seo,7,1,1,0,0,0
jd_40134dce2b75e,0,30,Male,3,desktop,windows,Direct,8,1,1,1,0,0
jd_401335acc9323,0,30,Male,1,mobile,iOS,Direct,6,1,1,1,0,0
jd_40130dac260db,1,30,Female,3,mobile,android,Ads,3,1,1,1,0,0
jd_4012d4d72e836,1,30,Female,1,desktop,windows,Seo,2,1,1,0,0,0
jd_4012c010b3da0,1,30,Female,2,mobile,other,Seo,5,1,1,0,0,0
jd_40129542c5cc8,0,30,Female,2,desktop,windows,Seo,5,1,1,0,0,0
jd_4012731e2740f,0,30,Male,4,mobile,android,Direct,7,1,0,0,0,0
jd_40126fcf4c19e,0,30,Male,1,mobile,android,Direct,6,1,1,0,0,0
jd_40125dcde8b66,0,30,Female,1,mobile,iOS,Direct,3,1,0,0,0,0
jd_40124625e8132,1,30,Male,1,mobile,iOS,Seo,8,1,1,1,0,0
jd_40122ba45c49a,0,30,Male,1,mobile,iOS,Ads,9,1,1,0,0,0
jd_4011f5a66e943,0,30,Male,1,desktop,mac,Direct,6,1,1,1,0,0
jd_40118b3cb9a25,1,30,Female,1,mobile,iOS,Ads,4,1,0,0,0,0
jd_4011899b08957,0,30,Male,1,desktop,windows,Direct,5,1,1,1,0,0
jd_4011841162040,0,30,Male,1,mobile,android,Direct,2,1,1,0,0,0
jd_401167838f7c2,0,30,Male,1,desktop,mac,Ads,4,1,1,1,0,0
jd_401150b62a314,0,30,Male,2,mobile,android,Direct,2,1,1,0,0,0
jd_40113009e0564,0,30,Male,1,mobile,iOS,Direct,5,1,1,1,0,0
jd_40111ae0e9534,0,30,Female,3,mobile,android,Direct,3,1,0,0,0,0
jd_4011176e64140,1,30,Male,1,mobile,iOS,Seo,6,1,1,1,0,0
jd_40110a5ccff14,0,30,Female,1,mobile,android,Direct,6,1,1,0,0,0
jd_4010f9515f84a,0,30,Female,1,mobile,iOS,Direct,15,1,1,1,1,1
jd_4010dea46f77e,1,30,Female,1,mobile,iOS,Ads,2,1,1,0,0,0
jd_4010ce67fecc8,0,30,Male,2,mobile,iOS,Direct,3,1,1,1,0,0
jd_4010ce348f171,1,30,Male,2,mobile,iOS,Seo,8,1,1,1,0,0
jd_4010ce17e912c,0,30,Male,1,mobile,iOS,Direct,5,1,1,1,0,0
jd_4010befe8b4cf,1,30,Female,1,mobile,other,Ads,4,1,1,1,0,0
jd_40106fa3b2617,0,30,Male,4,desktop,windows,Direct,6,1,0,0,0,0
jd_401067754571f,0,30,Female,4,desktop,windows,Direct,2,1,0,0,0,0
jd_4010468d14d0a,1,30,Female,3,mobile,iOS,Ads,3,1,0,0,0,0
jd_401029865c30e,0,30,Female,3,desktop,windows,Direct,5,1,0,0,0,0
jd_4010085e2ccdc,0,30,Female,1,mobile,iOS,Direct,6,1,1,1,0,0
jd_4010015f58953,1,30,Male,1,mobile,iOS,Seo,4,1,1,1,0,0
jd_400ff2c78f96c,0,30,Female,1,mobile,android,Direct,8,1,0,0,0,0
jd_400f90d63293b,1,30,Female,1,mobile,iOS,Seo,1,1,0,0,0,0
jd_400f8c465f711,0,30,Male,3,desktop,windows,Seo,7,1,1,0,0,0
jd_400f7729328d4,1,30,Male,4,desktop,windows,Seo,2,1,1,0,0,0
jd_400f5fcbd1166,1,30,Male,1,mobile,iOS,Seo,8,1,1,1,0,0
jd_400f5866336f3,1,30,Female,2,mobile,iOS,Seo,7,1,1,1,0,0
jd_400f328ede7b6,0,30,Male,3,mobile,android,Direct,4,1,0,0,0,0
jd_400f25dbd805b,0,30,Male,4,desktop,windows,Direct,9,1,0,0,0,0
jd_400f18cde3187,0,30,Female,1,mobile,android,Direct,3,1,1,1,0,0
jd_400f09176ea51,1,30,Male,2,desktop,windows,Seo,3,1,1,1,0,0
jd_400effc713436,0,30,Male,1,mobile,iOS,Direct,7,1,1,0,0,0
jd_400ee8c8640ee,0,30,Male,2,desktop,windows,Seo,8,1,1,1,0,0
jd_400ee05a7d0b0,0,30,Male,2,mobile,android,Direct,5,1,0,0,0,0
jd_400ed7ffb7822,0,30,Male,1,mobile,iOS,Direct,5,1,1,0,0,0
jd_400ec9c5ad07e,0,30,Female,1,desktop,mac,Seo,7,1,1,0,0,0
jd_400eb36d3d2fd,1,30,Male,2,mobile,iOS,Direct,11,1,1,1,0,0
jd_400e95b739939,0,30,Female,1,desktop,windows,Direct,4,1,1,1,1,0
jd_400e7489ea06d,0,30,Female,1,mobile,android,Direct,6,1,1,0,0,0
jd_400e7073c6d6e,0,30,Male,2,mobile,android,Direct,6,1,1,1,0,0
jd_400e699b39bf3,0,30,Female,1,mobile,android,Direct,3,1,1,1,0,0
jd_400e481f7f1a9,0,30,Male,1,mobile,iOS,Direct,6,1,1,0,0,0
jd_400e21cf31cb4,0,30,Male,1,desktop,windows,Direct,7,1,1,1,0,0
jd_400de97075339,0,30,Male,1,desktop,windows,Direct,9,1,1,0,0,0
jd_400db2530f27d,0,30,Female,2,mobile,iOS,Direct,9,1,1,0,0,0
jd_400da7c88348f,0,27,Female,1,mobile,iOS,Direct,11,1,1,1,1,1
jd_400da6027539a,0,30,Male,1,mobile,iOS,Direct,7,1,1,1,0,0
jd_400d75b5429f7,0,30,Male,1,desktop,windows,Direct,6,1,1,1,0,0
jd_400d1ee6daec2,1,30,Male,1,mobile,iOS,Seo,8,1,1,1,0,0
jd_400d1c00cedca,0,30,Male,3,desktop,windows,Direct,3,1,1,1,0,0
jd_400d17327dbaf,0,30,Female,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_400d15f1493b1,0,30,Female,3,mobile,iOS,Direct,6,1,1,0,0,0
jd_400cdff9d1fcc,1,30,Male,3,mobile,iOS,Ads,2,1,1,0,0,0
jd_400cca7c69be9,0,30,Female,2,mobile,iOS,Seo,9,1,1,1,1,0
jd_400cca0076f9d,1,30,Female,1,desktop,windows,Seo,3,1,1,1,0,0
jd_400cc1825c1c1,0,30,Male,1,mobile,android,Direct,4,1,1,0,0,0
jd_400c9f68fa2bb,0,30,Female,2,mobile,iOS,Seo,8,1,0,0,0,0
jd_400c928c7c12f,1,30,Male,3,desktop,windows,Ads,4,1,1,1,0,0
jd_400c7c65626ea,0,30,Female,1,desktop,windows,Direct,1,1,0,0,0,0
jd_400c719afca10,0,30,Male,3,mobile,android,Direct,11,1,1,1,0,0
jd_400c6c1c0cc88,0,30,Female,2,mobile,iOS,Direct,5,1,1,0,0,0
jd_400c44bd27f0e,0,30,Male,2,desktop,windows,Direct,4,1,1,1,0,0
jd_400c2e7ae5751,0,30,Male,1,desktop,windows,Seo,3,1,0,0,0,0
jd_400c2123bd0f0,0,30,Male,1,desktop,mac,Ads,3,1,1,0,0,0
jd_400bcedf823da,0,30,Male,2,mobile,iOS,Direct,6,1,1,0,0,0
jd_400bab794f8bf,0,30,Female,1,mobile,android,Direct,4,1,1,1,1,0
jd_400ba4e5f52b0,1,30,Female,1,desktop,windows,Seo,7,1,1,1,0,0
jd_400ba36117889,0,30,Female,3,mobile,android,Direct,5,1,1,1,0,0
jd_400b921050a1c,0,30,Male,3,mobile,android,Direct,8,1,1,1,1,0
jd_400b7ea42aae9,0,30,Female,1,desktop,windows,Direct,7,1,1,0,0,0
jd_400b74ab61d13,1,30,Male,2,desktop,mac,Seo,8,1,1,0,0,0
jd_400b670d80494,1,30,Female,1,mobile,android,Seo,12,1,0,0,0,0
jd_400b50d86648e,1,30,Male,1,desktop,windows,Seo,7,1,1,1,0,0
jd_400b4dfd8503b,0,30,Male,1,desktop,windows,Direct,3,1,1,1,0,0
jd_400b4d89a451e,1,30,Female,1,mobile,iOS,Seo,3,1,0,0,0,0
jd_400b336008d74,0,30,Female,1,mobile,iOS,Direct,5,1,1,1,0,0
jd_400b31ba40af3,0,30,Male,1,mobile,android,Direct,7,1,1,1,0,0
jd_400b2d9d8064e,0,30,Female,1,mobile,iOS,Direct,9,1,1,0,0,0
jd_400b03b973608,0,30,Female,1,desktop,windows,Direct,22,1,1,1,1,1
jd_400af63658d96,0,30,Male,1,mobile,android,Seo,6,1,0,0,0,0
jd_400ae24c47b66,0,30,Male,2,mobile,iOS,Direct,8,1,1,1,0,0
jd_400ad83eaecd8,0,30,Male,1,desktop,linux,Direct,3,1,1,1,0,0
jd_400abb70a727b,1,30,Male,1,mobile,iOS,Seo,6,1,1,1,0,0
jd_400a9d923f252,0,30,Male,1,mobile,android,Direct,9,1,1,0,0,0
jd_400a795e27fae,0,30,Female,3,desktop,windows,Ads,6,1,0,0,0,0
jd_400a4e7d52179,0,30,Male,1,mobile,iOS,Direct,9,1,1,1,0,0
jd_400a363170578,0,30,Male,1,mobile,iOS,Direct,7,1,0,0,0,0
jd_4009fe810dddf,1,30,Male,1,mobile,iOS,Seo,10,1,1,1,0,0
jd_4009fd56ba048,1,30,Female,1,mobile,iOS,Ads,6,1,1,0,0,0
jd_4009dae218f9c,1,30,Female,3,mobile,iOS,Ads,4,1,1,1,0,0
jd_4009c3daa3477,0,30,Male,3,mobile,android,Ads,4,1,1,0,0,0
jd_4009b061961af,1,30,Female,2,mobile,android,Seo,4,1,1,1,0,0
jd_40099fed06328,0,30,Female,1,desktop,mac,Direct,3,1,1,1,0,0
jd_40098cab95bcf,1,30,Female,1,desktop,windows,Seo,5,1,0,0,0,0
jd_400972f3d6f44,0,30,Female,1,mobile,android,Seo,2,1,1,0,0,0
jd_40096d681cb6b,1,30,Female,1,mobile,iOS,Seo,4,1,1,1,0,0
jd_400966b9b98db,0,30,Male,1,mobile,iOS,Direct,3,1,1,0,0,0
jd_40091bf747c55,0,30,Female,1,mobile,android,Direct,4,1,1,1,0,0
jd_4008da48d6caf,0,30,Female,4,mobile,other,Ads,11,1,1,1,0,0
jd_4008d6fa85edb,0,30,Male,3,desktop,windows,Direct,4,1,1,0,0,0
jd_4008d141ea7ec,0,30,Male,2,desktop,windows,Seo,8,1,1,1,0,0
jd_400893409cab0,0,30,Male,3,mobile,iOS,Direct,6,1,1,1,0,0
jd_400871fa6eb66,0,30,Male,1,desktop,windows,Ads,14,1,0,0,0,0
jd_40084845c4982,0,30,Male,1,mobile,android,Direct,2,1,1,0,0,0
jd_40080a6627464,0,30,Male,1,mobile,iOS,Direct,7,1,0,0,0,0
jd_4007d615a2397,1,27,Female,3,desktop,windows,Seo,13,1,1,1,1,1
jd_4007cb92c2dbc,1,30,Female,1,desktop,windows,Seo,6,1,1,1,1,0
jd_4007c7b443874,0,30,Female,1,desktop,mac,Direct,5,1,1,0,0,0
jd_4007b69b0f3f5,0,30,Male,1,desktop,windows,Direct,4,1,1,1,1,0
jd_4007895601a25,1,30,Female,2,mobile,iOS,Direct,16,1,1,1,1,1
jd_40077ff1853d7,0,30,Male,1,mobile,android,Direct,2,1,1,0,0,0
jd_40077c7ae661e,0,30,Female,3,mobile,android,Direct,8,1,0,0,0,0
jd_400770881d6a6,0,30,Male,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_40075e837c81e,0,30,Male,2,mobile,iOS,Direct,3,1,1,1,0,0
jd_400743b6e35e3,1,30,Male,1,desktop,windows,Seo,3,1,1,1,0,0
jd_4007021aab694,1,30,Male,3,desktop,windows,Seo,14,1,0,0,0,0
jd_4006ec7da67f1,0,30,Male,1,mobile,iOS,Direct,8,1,1,1,0,0
jd_4006ac67c647e,0,30,Male,3,mobile,iOS,Ads,6,1,1,0,0,0
jd_400695a3fd0aa,0,30,Female,1,mobile,android,Direct,2,1,0,0,0,0
jd_40064c5756a5b,1,30,Male,1,mobile,iOS,Seo,3,1,1,1,0,0
jd_40064855eb6c5,0,30,Female,1,desktop,windows,Direct,4,1,1,1,0,0
jd_400614c83fc3f,1,30,Male,1,mobile,android,Ads,12,1,0,0,0,0
jd_4005e6cd89f51,1,30,Female,3,mobile,iOS,Ads,5,1,0,0,0,0
jd_4005e08ed67a1,0,30,Male,3,desktop,mac,Direct,9,1,1,0,0,0
jd_4005d1daee344,0,30,Male,1,mobile,android,Direct,3,1,1,0,0,0
jd_4005bab099d05,1,30,Female,1,desktop,windows,Seo,8,1,1,0,0,0
jd_4005b76e513c9,0,30,Female,2,mobile,other,Direct,4,1,1,1,1,0
jd_40055889acca3,1,30,Male,1,mobile,iOS,Ads,2,1,0,0,0,0
jd_400530a2cc10e,0,30,Male,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4004acc03f6fd,0,30,Male,1,mobile,android,Direct,3,1,1,1,0,0
jd_4004a9dc64eba,1,30,Female,1,desktop,windows,Ads,4,1,1,0,0,0
jd_40047fde6574f,0,30,Female,1,mobile,android,Direct,9,1,0,0,0,0
jd_4004705a54235,0,30,Male,1,desktop,windows,Ads,1,1,0,0,0,0
jd_4004492ddd758,0,30,Male,2,mobile,iOS,Direct,3,1,1,0,0,0
jd_400448a3fcea8,0,30,Male,1,mobile,android,Direct,3,1,1,1,0,0
jd_400430a9d59c9,0,30,Male,3,desktop,windows,Direct,8,1,0,0,0,0
jd_400429a42b62c,1,30,Male,1,desktop,linux,Seo,7,1,0,0,0,0
jd_4004221cdb0d2,0,30,Female,1,mobile,android,Ads,2,1,1,0,0,0
jd_4004217b29592,1,29,Female,3,desktop,windows,Ads,6,1,0,0,0,0
jd_40040c7b6f67f,1,29,Female,1,desktop,mac,Seo,4,1,1,1,1,0
jd_40040bb472f43,1,29,Female,3,desktop,windows,Seo,2,1,1,0,0,0
jd_40040b5e99255,0,29,Male,3,desktop,linux,Seo,6,1,1,1,0,0
jd_4003d838bd991,0,29,Male,2,desktop,windows,Seo,3,1,1,0,0,0
jd_4003cb5afd226,0,29,Female,1,desktop,,Direct,6,1,1,1,0,0
jd_4003b6f9079b2,1,29,Female,1,mobile,android,Seo,5,1,0,0,0,0
jd_4003b0b42da1f,0,29,Male,1,mobile,iOS,Direct,2,1,1,0,0,0
jd_4003a7119078a,1,29,Male,3,mobile,,Seo,3,1,1,1,0,0
jd_4003797dd6393,1,29,Male,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_4003648004a9a,0,29,Female,1,mobile,iOS,Ads,3,1,1,1,0,0
jd_40033165bd65b,0,29,Female,2,mobile,iOS,Ads,6,1,1,1,0,0
jd_40032761ad2e5,0,29,Male,4,desktop,windows,Direct,4,1,1,1,1,0
jd_4002fef7b4667,0,29,Male,1,desktop,windows,Direct,3,1,1,1,0,0
jd_4002fe0c68cd9,0,29,Female,2,desktop,windows,Direct,1,1,0,0,0,0
jd_4002c47ec84e3,1,29,Female,1,mobile,iOS,Ads,9,1,0,0,0,0
jd_400296e8aef99,0,29,Male,1,desktop,mac,Direct,3,1,0,0,0,0
jd_40020b30a3cc0,0,29,Male,2,desktop,mac,Direct,11,1,1,1,0,0
jd_4001e268c48d9,0,29,Female,1,mobile,android,Direct,5,1,1,1,0,0
jd_4001cca2eae3a,0,29,Male,1,desktop,windows,Direct,23,1,1,1,1,1
jd_4001c082ca02f,1,29,Male,1,mobile,iOS,Seo,1,1,0,0,0,0
jd_4001a49507676,0,29,Female,1,desktop,windows,Seo,8,1,0,0,0,0
jd_4001a107933f9,0,29,Female,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_4001947033990,0,29,Male,2,mobile,android,Direct,4,1,1,0,0,0
jd_40018a3114772,0,29,Female,3,desktop,mac,Direct,3,1,0,0,0,0
jd_400171e62fb67,0,29,Male,1,desktop,windows,Direct,2,1,1,0,0,0
jd_400159da06f4e,0,29,Female,1,mobile,iOS,Direct,11,1,1,1,0,0
jd_40012faa1361f,0,29,Male,1,desktop,windows,Direct,10,1,0,0,0,0
jd_40011fd58b025,0,29,Female,2,desktop,windows,Direct,4,1,1,0,0,0
jd_4000d8a7ef495,0,29,Female,1,mobile,iOS,Direct,7,1,1,0,0,0
jd_4000d41126c55,0,29,Female,2,mobile,android,Direct,6,1,1,1,1,0
jd_4000c94aacafd,0,29,Female,4,mobile,iOS,Direct,3,1,1,1,0,0
jd_4000be4bd2ee1,0,29,Female,1,mobile,android,Direct,4,1,1,0,0,0
jd_40003069ae12d,0,29,Female,1,desktop,mac,Direct,5,1,0,0,0,0
jd_40002824a5726,0,29,Male,1,mobile,android,Direct,2,1,0,0,0,0
jd_4000138c1ea3b,0,29,Female,1,desktop,windows,Direct,3,1,1,1,0,0
jd_3px4c9wueatfa,0,29,Male,4,mobile,android,Direct,3,1,1,1,0,0
jd_352689a141,0,29,Male,2,desktop,windows,Direct,4,1,1,1,0,0
jd_1a0cbb83380f1,0,29,Male,3,desktop,windows,Direct,5,1,0,0,0,0
jd_158de76b0d6c3,0,29,Female,1,mobile,android,Direct,4,1,0,0,0,0
jd_155016snz,0,29,Male,2,mobile,iOS,Direct,4,1,1,0,0,0
JD_15219155734,0,29,Female,3,mobile,android,Direct,2,1,0,0,0,0
jd_136608hmf,0,29,Male,1,desktop,windows,Ads,6,1,1,1,0,0
jd_0ee9dc02f56e7,0,29,Female,1,desktop,windows,Seo,3,1,1,1,0,0
jd_0b70a627cd2f3,0,29,Female,2,mobile,android,Direct,9,1,1,1,0,0
jd_08107436,0,29,Female,1,desktop,mac,Ads,5,1,1,0,0,0
jd_0215,0,29,Male,3,mobile,android,Direct,7,1,1,1,0,0
jd_6e585986699ba,0,29,Female,2,mobile,iOS,Direct,2,1,1,0,0,0
jd_7ebb351eec7a8,0,29,Female,1,desktop,mac,Direct,4,1,1,1,0,0
jd_7bd116623c2d9,0,29,Male,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_5dd621d897f96,1,29,Male,1,desktop,windows,Seo,4,1,1,1,0,0
jd_5b3f18a5a0f37,1,29,Female,3,mobile,iOS,Ads,2,1,1,0,0,0
jd_75abdb99aba6d,0,29,Female,1,mobile,other,Direct,3,1,1,1,0,0
jd_5f2fbb98d2007,0,29,Male,4,mobile,other,Direct,3,1,0,0,0,0
jd_7839dc7df0c11,1,29,Female,1,desktop,mac,Ads,3,1,1,1,0,0
jd_7d529aec42bef,0,29,Female,2,desktop,windows,Direct,7,1,1,0,0,0
jd_70d53b34a318a,0,29,Male,2,mobile,android,Direct,3,1,1,0,0,0
jd_767b2e2e1a718,0,29,Female,3,mobile,iOS,Direct,7,1,0,0,0,0
jd_iXUMAfPjVoRP,0,29,Female,2,desktop,windows,Direct,10,1,1,0,0,0
jd_7cb342ca21fa2,1,29,Male,1,mobile,iOS,Seo,8,1,0,0,0,0
jd_kTXoGtcjrWwO,0,29,Female,2,mobile,iOS,Direct,7,1,0,0,0,0
jd_6616020df72a6,0,29,Female,1,desktop,mac,Direct,6,1,1,1,0,0
jd_567e452a65bb7,0,29,Male,1,mobile,other,Direct,5,1,0,0,0,0
jd_5f001903e8b4c,1,29,Female,4,mobile,android,Ads,16,1,1,1,1,0
jd_40bf69320ae39,0,29,Male,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_780a41361ec1d,1,29,Female,1,desktop,windows,Ads,3,1,1,1,0,0
jd_6a00b18f242f4,0,29,Male,3,desktop,windows,Direct,4,1,1,1,0,0
jd_6c4b5a38d4783,0,29,Male,3,desktop,windows,Seo,7,1,1,0,0,0
jd_7b297260da21a,0,29,Female,1,mobile,other,Direct,9,1,1,1,0,0
jd_6fd24c08c0e1e,0,29,Female,1,desktop,windows,Direct,25,1,1,1,1,1
jd_58b246c750334,1,29,Female,1,mobile,iOS,Seo,1,1,0,0,0,0
jd_68b6098165211,0,29,Female,2,mobile,iOS,Direct,8,1,1,0,0,0
jd_761faf785dbd5,0,29,Female,1,mobile,iOS,Direct,5,1,1,1,0,0
jd_516ba3dd12e36,1,29,Male,2,desktop,linux,Seo,2,1,1,0,0,0
jd_6e0b4b2948e39,0,29,Female,1,desktop,windows,Direct,10,1,1,1,0,0
jd_6e9e9b7e19789,1,29,Male,2,mobile,android,Ads,3,1,1,1,0,0
jd_7a5c3102c684a,0,29,Male,1,desktop,windows,Direct,5,1,1,0,0,0
jd_50af57a4f6cc5,0,29,Female,3,desktop,windows,Direct,6,1,1,1,0,0
jd_7d020919a01cc,0,29,Male,1,mobile,android,Ads,3,1,1,1,0,0
jd_omWnvVwEaFMy,1,29,Female,1,mobile,android,Seo,5,1,1,1,0,0
jd_iTlEBZWmyjZL,0,29,Male,3,mobile,android,Direct,3,1,1,0,0,0
jd_iFnWWBLtEQma,1,29,Male,1,desktop,mac,Ads,8,1,1,1,0,0
jd_tFGCkpTtfEYo,0,29,Female,4,desktop,mac,Ads,3,1,1,1,0,0
jd_6a7b6f45da001,0,29,Male,3,desktop,windows,Ads,1,1,0,0,0,0
jd_776b409b081cd,1,29,Male,1,desktop,windows,Seo,5,1,1,0,0,0
jd_4ebdbc321e4ea,1,29,Male,1,mobile,android,Ads,3,1,1,1,0,0
jd_59e8389bf63ed,0,29,Male,1,mobile,iOS,Direct,9,1,1,1,0,0
jd_537b1b1437ef4,0,29,Male,1,desktop,windows,Ads,10,1,1,0,0,0
jd_5784f5ded6d3a,0,29,Female,4,mobile,android,Direct,2,1,0,0,0,0
jd_78e64999b67ba,0,29,Male,1,desktop,windows,Direct,2,1,0,0,0,0
jd_54d8a71a7c1c0,0,29,Female,2,mobile,iOS,Direct,4,1,0,0,0,0
jd_4b76f2f70c7dc,0,29,Female,1,mobile,android,Direct,4,1,0,0,0,0
jd_5d783d8113b47,0,29,Female,3,mobile,android,Direct,4,1,1,1,0,0
jd_4c12d2a55f485,0,29,Male,1,mobile,android,Direct,3,1,1,1,0,0
jd_4122f944b6987,0,29,Male,2,mobile,android,Seo,3,1,0,0,0,0
jd_5f61c449f974e,0,29,Male,1,mobile,iOS,Direct,8,1,1,1,0,0
jd_62a72b611dd62,0,29,Male,4,mobile,other,Direct,5,1,1,1,0,0
jd_4e78fd796b396,0,29,Male,1,desktop,windows,Direct,7,1,1,0,0,0
jd_62debe283ff8f,0,29,Male,3,mobile,iOS,Direct,7,1,1,1,0,0
jd_58f8cfc366c12,0,29,Male,1,mobile,android,Direct,9,1,1,1,0,0
jd_5d69ceed55a9b,1,29,Male,1,mobile,iOS,Seo,5,1,1,1,0,0
jd_5991a5a18457a,1,29,Female,1,desktop,windows,Seo,7,1,1,1,1,0
jd_56f83ff0f1b2a,0,29,Male,3,mobile,android,Direct,6,1,1,0,0,0
jd_xRAMVhnolULs,1,29,Male,1,mobile,iOS,Seo,3,1,1,1,0,0
jd_65687a1710add,1,29,Male,1,desktop,windows,Seo,4,1,1,1,0,0
jd_7d61ef3ff40f2,0,29,Male,1,mobile,iOS,Direct,3,1,1,1,0,0
jd_kBomEoCtnxub,0,29,Male,1,mobile,iOS,Direct,4,1,1,0,0,0
jd_OejodgikSAQH,1,29,Female,4,mobile,iOS,Ads,5,1,1,0,0,0
jd_40217f42086fb,0,29,Male,1,mobile,iOS,Direct,6,1,0,0,0,0
jd_403555d76b884,1,29,Male,3,desktop,windows,Seo,3,1,1,0,0,0
jd_7e3851dc8f925,1,29,Female,1,mobile,android,Seo,10,1,1,1,0,0
